actor_id,cost_wei,execution_time
2,7982873600000000,0.08294105529785156
7,7982811200000000,0.07020902633666992
9,7982873600000000,0.07257270812988281
0,7983123200000000,0.05790877342224121
1,7983060800000000,0.04416966438293457
4,7983123200000000,0.0482177734375
8,7982748800000000,0.05197405815124512
3,7982000000000000,0.06506705284118652
6,7983185600000000,0.11734819412231445
5,7982000000000000,0.04533696174621582
