cost_wei,execution_time
1263022800000000,5.672746419906616
1262773200000000,5.831730365753174
1262960400000000,5.682111024856567
1262960400000000,5.581206321716309
1262960400000000,5.6279590129852295
1263022800000000,5.601351022720337
1262960400000000,5.889091491699219
1263022800000000,5.6854424476623535
1262960400000000,5.9862141609191895
1262960400000000,6.248747825622559
