actor_id,cost_wei,execution_time
0,7961470400000000,0.1698925495147705
8,7958038400000000,0.047341108322143555
2,7960160000000000,0.08376955986022949
3,7960097600000000,0.047620296478271484
7,7961408000000000,0.07769489288330078
1,7961345600000000,0.06323575973510742
6,7961408000000000,0.09975266456604004
5,7961220800000000,0.04199862480163574
9,7961220800000000,0.040802955627441406
4,7961158400000000,0.04170370101928711
