cost_wei,execution_time
1313145600000000,7.346015214920044
1313270400000000,7.1221795082092285
1313208000000000,7.039959907531738
1313270400000000,7.332605361938477
1313332800000000,7.313641309738159
1313270400000000,7.0597875118255615
1313083200000000,7.086879730224609
1313270400000000,7.15479302406311
1313332800000000,7.141916275024414
1313270400000000,7.125579595565796
